collect_time,GDY_2,GDY_3,GDY_4,GDY_5,GDY_6,GDY_7,GDY_8,GDY_9,GDY_10,GDY_11,GDY_12,GDY_13,GDY_14,GDY_15,GDY_16,GDY_17,GDY_18,GDY_19,GDY_20,GDY_21,GDY_22,GDY_24,GDY_26,GDY_27,GDY_28,GDY_30,GDY_31,GDY_32,GDY_34,GDY_35,GDY_36,GDY_37,GDY_38,GDY_39,GDY_40
2024-02-22 23:30:00,-7.278734,59.029148,95.67277,20.345116,112.977013,83.027099,13.607979,100.475752,109.677692,34.553354,57.7429,72.283237,58.773679,77.245633,93.503,-28.588602,68.467345,-19.60029,40.810367,74.232322,42.568149,69.856454,87.561009,7.617781,83.358965,92.210157,79.974424,80.954078,-12.899786,39.12333,43.384869,52.412792,34.014514,-14.246029,18.359437
2024-02-22 23:40:00,-7.286838,59.029148,95.696729,20.361328,112.977013,83.035098,13.607979,100.467683,109.701602,34.53701,57.7429,72.291456,58.781729,77.213662,93.503,-28.572414,68.483713,-19.60029,40.818416,74.248189,42.55199,69.872213,87.585302,7.617781,83.375153,92.24282,79.958117,80.96212,-12.875418,39.12333,43.384869,52.404637,34.014514,-14.246029,18.35138
2024-02-22 23:50:00,-7.286838,59.037186,95.688743,20.345116,113.017749,83.051096,13.599832,100.499959,109.701602,34.545182,57.7429,72.283237,58.78978,77.197676,93.511038,-28.580508,68.475529,-19.592129,40.826464,74.256122,42.568149,69.880093,87.544813,7.617781,83.375153,92.259152,79.974424,80.96212,-12.891663,39.12333,43.384869,52.404637,34.014514,-14.254261,18.367494
2024-02-23 00:00:00,-7.286838,59.045224,95.696729,20.31641,112.968865,83.043097,13.591684,100.520559,109.701602,34.545182,57.751012,72.291456,58.781729,77.213662,93.519077,-28.572414,68.467345,-19.592129,40.826464,74.248189,42.584308,69.887972,87.569107,7.617781,83.383246,92.259152,79.974424,80.94152,-12.883541,39.12333,43.376816,52.396481,34.00648,-14.246029,18.35138
2024-02-23 00:10:00,-7.286838,59.037186,95.704716,20.353222,113.017749,83.051096,13.599832,100.472145,109.693632,34.545182,57.759125,72.291456,58.78978,77.189683,93.527115,-28.572414,68.491898,-19.592129,40.826464,74.271988,42.576228,69.887972,87.5934,7.62586,83.39134,92.275483,79.990731,80.986247,-12.883541,39.115268,43.364269,52.375881,33.998446,-14.246029,18.359437
2024-02-23 00:20:00,-7.286838,59.045224,95.704716,20.385647,113.009602,83.051096,13.624274,100.475752,109.701602,34.545182,57.7429,72.299676,58.781729,77.229647,93.527115,-28.564321,68.475529,-19.592129,40.826464,74.279921,42.592387,69.903731,87.569107,7.62586,83.39134,92.275483,79.998885,80.978204,-12.899786,39.115268,43.384869,52.404637,33.998446,-14.246029,18.35138
2024-02-23 00:30:00,-7.294942,59.053262,95.696729,20.353222,113.07478,83.051096,13.616126,100.496352,109.725513,34.545182,57.759125,72.307895,58.805881,77.261618,93.527115,-28.572414,68.500082,-19.592129,40.826464,74.271988,42.608546,69.887972,87.5934,7.63394,83.399434,92.275483,79.990731,80.994289,-12.883541,39.115268,43.364269,52.404637,34.00648,-14.246029,18.359437
2024-02-23 00:40:00,-7.286838,59.045224,95.704716,20.393753,113.001455,83.059095,13.656863,100.483821,109.701602,34.545182,57.767237,72.307895,58.805881,77.221654,93.527115,-28.556227,68.483713,-19.592129,40.826464,74.279921,42.592387,69.91949,87.633889,7.63394,83.399434,92.275483,79.998885,80.986247,-12.891663,39.115268,43.376816,52.404637,34.014514,-14.246029,18.35138
2024-02-23 00:50:00,-7.286838,59.037186,95.704716,20.401859,112.993307,83.059095,13.648715,100.483821,109.733483,34.53701,57.751012,72.299676,58.821982,77.245633,93.519077,-28.548133,68.508266,-19.592129,40.842561,74.279921,42.600466,69.91949,87.617694,7.621419,83.399434,92.283649,80.007038,81.002331,-12.891663,39.107205,43.376816,52.396481,33.998446,-14.246029,18.35138
2024-02-23 01:00:00,-7.278734,59.045224,95.712703,20.426177,112.98516,83.059095,13.632421,100.483821,109.741453,34.528838,57.759125,72.307895,58.813931,77.269611,93.535153,-28.564321,68.508266,-19.592129,40.826464,74.271988,42.608546,69.91949,87.601498,7.63394,83.399434,92.291815,80.007038,80.994289,-12.891663,39.099142,43.368764,52.396481,34.00648,-14.246029,18.335267
